response_id,readiness_index,practice_completion_rate,growth_points,assessment_form
relationship_response_2096,58.1,0.576,36.8,Form C
relationship_response_2097,9.1,0.353,-22,Form C
relationship_response_2098,55.2,0.595,7.7,Form C
relationship_response_2099,54.3,0.598,25.4,Form B
relationship_response_2100,89.5,0.937,50.8,Form A
relationship_response_2101,64.6,0.592,27.3,Form A
relationship_response_2102,64,0.2,10.8,Form B
relationship_response_2103,22.5,0.176,-1.5,Form A
relationship_response_2104,63.9,0.641,7.5,Form A
relationship_response_2105,52.9,0.333,18.3,Form B
relationship_response_2106,20.6,0.066,-9.3,Form B
relationship_response_2107,28.4,0.165,-13,Form B
relationship_response_2108,70.9,0.922,28.3,Form C
relationship_response_2109,74.2,0.726,12.7,Form B
relationship_response_2110,42.5,0.523,10.4,Form C
relationship_response_2111,7.8,0.104,-3.2,Form C
relationship_response_2112,71.9,0.704,31.6,Form A
relationship_response_2113,52.1,0.345,9.8,Form C
relationship_response_2114,76.3,0.891,16.1,Form C
relationship_response_2115,77,0.608,24,Form A
relationship_response_2116,29.2,0.306,5.3,Form C
relationship_response_2117,69.3,0.513,31.4,Form B
relationship_response_2118,58.3,0.259,17.8,Form A
relationship_response_2119,45.9,0.899,16.5,Form B
relationship_response_2120,46.9,0.156,-6.1,Form A
relationship_response_2121,79,0.726,44.6,Form C
relationship_response_2122,66.1,0.589,16,Form B
relationship_response_2123,87.8,0.527,36.8,Form A
relationship_response_2124,72.2,0.843,31.7,Form B
relationship_response_2125,81.2,0.863,29.8,Form A
relationship_response_2126,78.8,0.703,38.3,Form A
relationship_response_2127,68.1,0.285,22.9,Form A
relationship_response_2128,20.3,0.129,13.1,Form A
relationship_response_2129,52.3,0.576,6.4,Form B
relationship_response_2130,85.5,0.779,40.3,Form C
relationship_response_2131,31.8,0.175,9.1,Form B
relationship_response_2132,17.3,0.421,-9,Form C
relationship_response_2133,64.6,0.389,3.9,Form C
relationship_response_2134,79.3,0.434,22.1,Form C
relationship_response_2135,73.1,0.854,21,Form B
relationship_response_2136,30.6,0.315,-5.8,Form B
relationship_response_2137,46.5,0.514,9,Form B
relationship_response_2138,72.6,0.595,34.9,Form A
relationship_response_2139,58.9,0.582,7.3,Form B
relationship_response_2140,39.6,0.099,8.9,Form C
relationship_response_2141,53.3,0.786,22.1,Form B
relationship_response_2142,57,0.213,6.9,Form B
relationship_response_2143,91,0.764,33.9,Form B
relationship_response_2144,15.3,0.144,-14.2,Form A
relationship_response_2145,27.3,0.414,1.7,Form A
relationship_response_2146,45.3,0.331,13.7,Form C
relationship_response_2147,67.9,0.612,7.2,Form A
relationship_response_2148,59.4,0.63,12.7,Form A
relationship_response_2149,70.2,0.584,20.5,Form A
relationship_response_2150,31.8,0.202,-6.2,Form A
relationship_response_2151,38.2,0.527,11.9,Form C
relationship_response_2152,82.4,0.621,12,Form C
relationship_response_2153,38.7,0.362,3.5,Form B
relationship_response_2154,59.3,0.464,14.9,Form B
relationship_response_2155,46.4,0.443,-0.1,Form C
relationship_response_2156,53.4,0.387,15.1,Form A
relationship_response_2157,35.9,0.221,22.1,Form C
relationship_response_2158,26.5,0.307,1.5,Form C
relationship_response_2159,44.6,0.383,24.4,Form C
relationship_response_2160,64.9,0.504,20.9,Form C
relationship_response_2161,45.3,0.282,2.7,Form A
relationship_response_2162,61.1,0.586,12.1,Form A
relationship_response_2163,79.1,0.506,23.5,Form A
relationship_response_2164,45.2,0.552,11,Form C
relationship_response_2165,97.6,0.854,40.2,Form B
relationship_response_2166,85.9,0.898,36.7,Form B
relationship_response_2167,55.5,0.507,15.3,Form B
relationship_response_2168,19.6,0.173,-10.9,Form C
relationship_response_2169,86.4,0.761,29.4,Form A
relationship_response_2170,72.6,0.388,26.1,Form C
relationship_response_2171,37.4,0.267,5.9,Form C
relationship_response_2172,77.7,0.752,26.8,Form A
relationship_response_2173,87.5,0.616,27.8,Form A
relationship_response_2174,36.1,0.202,-11.6,Form B
relationship_response_2175,76.6,0.708,24.3,Form B
relationship_response_2176,63.6,0.425,-1.9,Form C
relationship_response_2177,57.9,0.237,9.4,Form B
relationship_response_2178,72,0.564,27.5,Form B
relationship_response_2179,61.9,0.452,27,Form B
relationship_response_2180,69.2,0.885,22.1,Form B
relationship_response_2181,76.7,0.685,38.5,Form C
relationship_response_2182,57.6,0.492,12,Form A
relationship_response_2183,29.7,0.373,17.2,Form B
relationship_response_2184,39.1,0.491,10,Form A
relationship_response_2185,63.7,0.792,14.9,Form C
relationship_response_2186,89.1,0.779,24.1,Form C
relationship_response_2187,60.9,0.532,10.6,Form C
relationship_response_2188,85.7,0.766,41.6,Form B
relationship_response_2189,79.7,0.38,23.6,Form B
relationship_response_2190,34.4,0.182,10.8,Form B
relationship_response_2191,60.5,0.382,12.4,Form B
relationship_response_2192,70.1,0.606,26.8,Form B
relationship_response_2193,58.7,0.66,13.3,Form C
relationship_response_2194,74.4,0.522,19,Form C
relationship_response_2195,28.2,0.427,6.6,Form C
relationship_response_2196,68.7,0.248,15.6,Form A
relationship_response_2197,45.4,0.629,8.9,Form C
relationship_response_2198,76,0.737,28,Form B
relationship_response_2199,42.2,0.502,5.7,Form B
relationship_response_2200,8,0.201,-0.5,Form A
relationship_response_2201,70.5,0.185,17.6,Form C
relationship_response_2202,45.8,0.238,4.3,Form B
relationship_response_2203,20,0.165,1.2,Form B
relationship_response_2204,75.6,0.653,24.4,Form B
relationship_response_2205,37.4,0.349,3.6,Form B
relationship_response_2206,25.7,0.398,6.6,Form A
relationship_response_2207,95.2,0.67,28.7,Form A
relationship_response_2208,32.3,0.177,25.9,Form C
relationship_response_2209,45.6,0.206,23,Form A
relationship_response_2210,58.1,0.41,13.6,Form B
relationship_response_2211,80.1,0.869,4.2,Form B
relationship_response_2212,58.6,0.351,7.3,Form C
relationship_response_2213,59.9,0.736,14.7,Form C
relationship_response_2214,45.6,0.656,15.6,Form B
relationship_response_2215,54.5,0.524,12.5,Form A
relationship_response_2216,88.2,0.816,38.2,Form C
relationship_response_2217,59.3,0.854,15.5,Form A
relationship_response_2218,74.9,0.508,15.7,Form C
relationship_response_2219,69.3,0.719,23.2,Form C
relationship_response_2220,74.2,0.758,23.9,Form A
relationship_response_2221,54.2,0.223,-3.3,Form A
relationship_response_2222,79.2,0.258,23.8,Form C
relationship_response_2223,62.7,0.454,18.4,Form B
relationship_response_2224,83.5,0.888,43.9,Form B
relationship_response_2225,36.6,0.288,6.3,Form B
relationship_response_2226,65.4,0.676,29.9,Form B
relationship_response_2227,78.8,0.583,39.3,Form B
relationship_response_2228,32.9,0.31,10.7,Form B
relationship_response_2229,44.9,0.261,11,Form C
relationship_response_2230,79.2,0.744,28.1,Form C
relationship_response_2231,69.1,0.685,28.3,Form B
relationship_response_2232,37.4,0.183,3.4,Form B
relationship_response_2233,37,0.566,10.4,Form C
relationship_response_2234,45.3,0.343,-5.6,Form A
relationship_response_2235,66.4,0.339,22.1,Form C
relationship_response_2236,51.5,0.46,-14.4,Form A
relationship_response_2237,57.1,0.765,7,Form C
relationship_response_2238,81.1,0.558,25.5,Form C
relationship_response_2239,90.3,0.925,51.1,Form B
relationship_response_2240,50.6,0.153,-7.8,Form A
relationship_response_2241,12.5,0.294,-2.3,Form C
relationship_response_2242,60.1,0.528,6.8,Form B
relationship_response_2243,57.1,0.561,3.5,Form B
relationship_response_2244,41.5,0.255,1.3,Form C
relationship_response_2245,13.6,0.205,17.3,Form B
relationship_response_2246,21.4,0.259,-22,Form A
relationship_response_2247,69.9,0.336,12.6,Form B
relationship_response_2248,41.3,0.218,2.4,Form B
relationship_response_2249,68.3,0.377,21.2,Form C
relationship_response_2250,39.9,0.226,-5.8,Form A
relationship_response_2251,65.9,0.843,10.5,Form A
relationship_response_2252,78.4,0.401,18,Form C
relationship_response_2253,73.7,0.696,24.7,Form B
relationship_response_2254,44.2,0.265,10.8,Form A
relationship_response_2255,82.7,0.407,29.5,Form C
relationship_response_2256,72.4,0.437,5,Form A
relationship_response_2257,42.3,0.356,11,Form C
relationship_response_2258,68.2,0.378,12.4,Form C
relationship_response_2259,76.4,0.638,29.5,Form A
relationship_response_2260,75.4,0.771,26.2,Form B
relationship_response_2261,11.4,0.122,-5.4,Form A
relationship_response_2262,75.2,0.496,13.6,Form A
relationship_response_2263,43.1,0.445,19.3,Form C
relationship_response_2264,70.4,0.653,25.4,Form C
relationship_response_2265,82.6,0.761,24.8,Form C
relationship_response_2266,54.8,0.687,12.6,Form C
relationship_response_2267,63.8,0.346,7.1,Form C
relationship_response_2268,30.4,0.185,5,Form C
relationship_response_2269,70.5,0.62,32.2,Form B
relationship_response_2270,65.3,0.677,24.6,Form A
relationship_response_2271,64.4,0.314,26,Form C
relationship_response_2272,84.7,0.82,32.7,Form A
relationship_response_2273,33.1,0.278,1.1,Form B
relationship_response_2274,85.1,0.738,35.7,Form B
relationship_response_2275,89.1,0.577,38.7,Form B
relationship_response_2276,71,0.684,20.7,Form A
relationship_response_2277,78.1,0.707,34,Form B
relationship_response_2278,54.3,0.342,18.8,Form A
relationship_response_2279,58.5,0.279,9.7,Form B
relationship_response_2280,43.9,0.481,17.6,Form A
relationship_response_2281,55.9,0.508,2,Form C
relationship_response_2282,91.7,0.907,34.8,Form B
relationship_response_2283,84.8,0.896,39.2,Form C
relationship_response_2284,89.2,0.702,37.2,Form A
relationship_response_2285,3.1,0.078,-16.5,Form C
relationship_response_2286,56,0.358,1.1,Form C
relationship_response_2287,51.2,0.57,7.9,Form A
relationship_response_2288,41.2,0.607,14.9,Form C
relationship_response_2289,43.2,0.681,20.3,Form A
relationship_response_2290,64.4,0.559,20.4,Form C
relationship_response_2291,69.2,0.816,27.5,Form A
relationship_response_2292,18.3,0.127,12.7,Form A
relationship_response_2293,57.1,0.46,27.2,Form B
relationship_response_2294,20.7,0.237,4.4,Form C
relationship_response_2295,73.9,0.67,16.3,Form B
relationship_response_2296,47.4,0.319,-2.7,Form C
relationship_response_2297,35.8,0.261,-0.6,Form A
relationship_response_2298,20.3,0.427,31.8,Form C
relationship_response_2299,26.8,0.275,5.2,Form A
relationship_response_2300,62.3,0.652,1.1,Form B
relationship_response_2301,25.8,0.603,3.7,Form B
relationship_response_2302,62.7,0.545,-5.3,Form C
relationship_response_2303,70.7,0.321,8.1,Form A
relationship_response_2304,54.6,0.451,9.7,Form B
relationship_response_2305,54.2,0.28,7.8,Form B
relationship_response_2306,45.9,0.592,9.2,Form B
relationship_response_2307,88.2,0.44,39.7,Form B
relationship_response_2308,40.5,0.027,7.2,Form A
relationship_response_2309,71,0.599,13.8,Form A
relationship_response_2310,20.3,0.217,4.3,Form A
relationship_response_2311,55.4,0.515,-4.7,Form C
relationship_response_2312,49.5,0.589,14.7,Form C
relationship_response_2313,60.8,0.568,14,Form B
relationship_response_2314,73.8,0.442,9.7,Form B
relationship_response_2315,36.8,0.46,14.2,Form A
relationship_response_2316,57.1,0.43,18,Form C
relationship_response_2317,53.9,0.393,3.4,Form C
relationship_response_2318,15.7,0.211,-17.6,Form C
relationship_response_2319,44.1,0.395,-6.1,Form C
relationship_response_2320,36.3,0.403,-9.9,Form A
relationship_response_2321,57.3,0.363,15.7,Form A
relationship_response_2322,45.1,0.305,4.8,Form A
relationship_response_2323,80.7,0.718,41,Form B
relationship_response_2324,60.5,0.371,22.8,Form C
relationship_response_2325,34.3,0.231,14.6,Form B
relationship_response_2326,54.1,0.303,5,Form B
relationship_response_2327,71.9,0.554,32.4,Form B
relationship_response_2328,26.4,0.332,15.9,Form B
relationship_response_2329,53.5,0.669,11,Form B
relationship_response_2330,73,0.579,27.8,Form B
relationship_response_2331,46.6,0.207,11.8,Form A
relationship_response_2332,44.6,0.364,-4.9,Form C
relationship_response_2333,36.9,0.397,8,Form C
relationship_response_2334,87.2,0.728,39.8,Form A
relationship_response_2335,61.6,0.858,29.7,Form C
relationship_response_2336,30.9,0.293,8.3,Form B
relationship_response_2337,30,0.297,5.2,Form A
relationship_response_2338,70,0.248,17.9,Form B
relationship_response_2339,72.6,0.633,15,Form C
relationship_response_2340,43.3,0.574,5,Form C
relationship_response_2341,66.4,0.302,15.7,Form C
relationship_response_2342,56.1,0.334,18.9,Form B
relationship_response_2343,29.7,0.137,12,Form B
relationship_response_2344,56.7,0.605,21.3,Form A
relationship_response_2345,77.1,0.783,36.9,Form B
relationship_response_2346,68.3,0.506,2,Form B
relationship_response_2347,78.8,0.34,21.5,Form C
relationship_response_2348,31.5,0.477,5.5,Form B
relationship_response_2349,22,0.131,-2.6,Form B
relationship_response_2350,48.3,0.744,8.2,Form C
relationship_response_2351,25.5,0.17,5,Form A
relationship_response_2352,59.4,0.443,15.3,Form B
relationship_response_2353,73.4,0.289,17.6,Form A
relationship_response_2354,65.3,0.333,20.2,Form A
relationship_response_2355,51.6,0.455,4.5,Form B
relationship_response_2356,53,0.216,5,Form C
relationship_response_2357,14.2,0.242,9.3,Form C
relationship_response_2358,42.7,0.544,2.6,Form C
relationship_response_2359,42.5,0.18,4.5,Form B
relationship_response_2360,23.6,0.436,31.4,Form B
relationship_response_2361,71.4,0.517,10.4,Form A
relationship_response_2362,52.5,0.303,2,Form C
relationship_response_2363,52.3,0.501,7.3,Form B
relationship_response_2364,67.5,0.355,22.4,Form C
relationship_response_2365,13.4,0.319,-11.9,Form C
relationship_response_2366,68.9,0.571,14.3,Form A
relationship_response_2367,54.1,0.417,12.7,Form C
relationship_response_2368,39.4,0.289,-2.5,Form A
relationship_response_2369,31.9,0.397,9.6,Form B
relationship_response_2370,62.6,0.624,20.7,Form C
relationship_response_2371,67.4,0.425,15.9,Form B
relationship_response_2372,56.5,0.537,17.3,Form C
relationship_response_2373,80,0.645,23.4,Form B
relationship_response_2374,77.1,0.586,28.3,Form C
relationship_response_2375,18.4,0.309,-5.9,Form B
relationship_response_2376,42.3,0.217,8.1,Form A
relationship_response_2377,71.5,0.74,16.3,Form B
relationship_response_2378,75.3,0.676,23.6,Form A
relationship_response_2379,59.2,0.564,15.8,Form C
relationship_response_2380,65,0.78,16.3,Form B
relationship_response_2381,68.5,0.803,15.6,Form C
relationship_response_2382,17.7,0.111,-1.4,Form A
relationship_response_2383,81.4,0.7,21.6,Form A
relationship_response_2384,21.1,0.208,7.6,Form C
relationship_response_2385,51,0.561,11.2,Form A
relationship_response_2386,49.6,0.167,-2.2,Form C
relationship_response_2387,71.1,0.539,29.9,Form B
relationship_response_2388,57.5,0.416,1.4,Form A
relationship_response_2389,19.8,0.359,3.4,Form A
relationship_response_2390,87,0.945,38.7,Form B
relationship_response_2391,54.6,0.634,19.8,Form C
relationship_response_2392,83.1,0.538,28.3,Form C
relationship_response_2393,94.2,0.693,31.8,Form B
relationship_response_2394,78.4,0.518,36.8,Form A
relationship_response_2395,68.1,0.747,33,Form B
relationship_response_2396,45.6,0.225,0.3,Form B
relationship_response_2397,34,0.389,9.1,Form B
relationship_response_2398,85.9,0.552,32.7,Form C
relationship_response_2399,52.3,0.289,10.9,Form C
relationship_response_2400,68,0.608,18.1,Form A
relationship_response_2401,77.8,0.548,38.6,Form A
relationship_response_2402,15.7,0.144,3.3,Form C
relationship_response_2403,76.6,0.527,14.3,Form A
relationship_response_2404,24.1,0.056,7.7,Form B
relationship_response_2405,56.2,0.384,4.7,Form A
relationship_response_2406,36.6,0.259,10.3,Form A
relationship_response_2407,59,0.394,9.3,Form B
relationship_response_2408,39.1,0.063,3.5,Form B
relationship_response_2409,23.4,0.124,-1,Form C
relationship_response_2410,69.2,0.605,9.4,Form C
relationship_response_2411,94.4,0.809,33,Form C
relationship_response_2412,7.9,0.062,-2.9,Form C
relationship_response_2413,44.9,0.187,20.3,Form C
relationship_response_2414,93.8,0.892,40.5,Form B
relationship_response_2415,84.3,0.687,38.9,Form B
relationship_response_2416,18.4,0.19,8.3,Form C
relationship_response_2417,77.4,0.408,27.5,Form C
relationship_response_2418,72,0.765,24.2,Form A
relationship_response_2419,67.4,0.447,31.5,Form A
relationship_response_2420,12,0.091,-9.7,Form A
relationship_response_2421,23.8,0.249,11.9,Form B
relationship_response_2422,72.1,0.735,41.9,Form A
relationship_response_2423,33.7,0.326,-2.4,Form A
relationship_response_2424,70.6,0.544,8.3,Form A
relationship_response_2425,81,0.766,37.5,Form B
relationship_response_2426,74,0.325,27.5,Form C
relationship_response_2427,75.7,0.79,14.4,Form A
relationship_response_2428,42.8,0.397,11.1,Form B
relationship_response_2429,75.2,0.636,7,Form C
relationship_response_2430,19.5,0.124,-6.7,Form C
relationship_response_2431,46.7,0.385,-4.7,Form A
relationship_response_2432,19.4,0.034,-11.6,Form C
relationship_response_2433,53.6,0.349,11.8,Form A
relationship_response_2434,15.6,0.299,-4.1,Form A
relationship_response_2435,56.1,0.43,14.5,Form C
relationship_response_2436,75.5,0.722,30.6,Form A
relationship_response_2437,21.8,0.248,4.2,Form C
relationship_response_2438,25,0.203,12.6,Form B
relationship_response_2439,46.2,0.431,-10.3,Form C
relationship_response_2440,51,0.425,3.9,Form A
relationship_response_2441,47.1,0.304,-5.8,Form C
relationship_response_2442,48.1,0.354,6.1,Form A
relationship_response_2443,40,0.086,-11,Form C
relationship_response_2444,32,0.155,3.3,Form B
relationship_response_2445,72.8,0.632,31.2,Form A
relationship_response_2446,52.1,0.298,21.8,Form C
