case_id,task_family,predicted_mastery_probability,true_mastery_probability,observed_mastery
calibration_case_1278,Multi-step modeling,0.2593,0.2242,0
calibration_case_1279,Procedural fluency,0.6861,0.6357,0
calibration_case_1280,Procedural fluency,0.5676,0.5321,0
calibration_case_1281,Procedural fluency,0.8331,0.7774,1
calibration_case_1282,Conceptual explanation,0.1929,0.2007,0
calibration_case_1283,Conceptual explanation,0.0643,0.081,0
calibration_case_1284,Conceptual explanation,0.1664,0.1775,0
calibration_case_1285,Multi-step modeling,0.7284,0.6151,1
calibration_case_1286,Conceptual explanation,0.2239,0.2272,0
calibration_case_1287,Procedural fluency,0.3446,0.3452,0
calibration_case_1288,Procedural fluency,0.6776,0.6281,1
calibration_case_1289,Multi-step modeling,0.3271,0.2757,0
calibration_case_1290,Multi-step modeling,0.2658,0.2291,0
calibration_case_1291,Multi-step modeling,0.9045,0.8218,1
calibration_case_1292,Conceptual explanation,0.6663,0.5989,0
calibration_case_1293,Conceptual explanation,0.1442,0.1577,0
calibration_case_1294,Procedural fluency,0.4966,0.4722,1
calibration_case_1295,Procedural fluency,0.1576,0.1812,0
calibration_case_1296,Multi-step modeling,0.5103,0.4194,0
calibration_case_1297,Multi-step modeling,0.3784,0.315,0
calibration_case_1298,Procedural fluency,0.2981,0.3059,0
calibration_case_1299,Multi-step modeling,0.262,0.2262,0
calibration_case_1300,Conceptual explanation,0.7476,0.6753,1
calibration_case_1301,Multi-step modeling,0.3456,0.2898,0
calibration_case_1302,Procedural fluency,0.8775,0.8255,1
calibration_case_1303,Procedural fluency,0.3897,0.383,1
calibration_case_1304,Procedural fluency,0.7824,0.7261,1
calibration_case_1305,Conceptual explanation,0.3966,0.3699,1
calibration_case_1306,Multi-step modeling,0.8178,0.7112,1
calibration_case_1307,Multi-step modeling,0.657,0.5464,1
calibration_case_1308,Conceptual explanation,0.3357,0.3201,0
calibration_case_1309,Conceptual explanation,0.6842,0.6152,0
calibration_case_1310,Conceptual explanation,0.5123,0.4654,0
calibration_case_1311,Procedural fluency,0.7562,0.7008,1
calibration_case_1312,Multi-step modeling,0.137,0.1294,0
calibration_case_1313,Conceptual explanation,0.145,0.1583,0
calibration_case_1314,Conceptual explanation,0.1619,0.1735,0
calibration_case_1315,Procedural fluency,0.7257,0.672,1
calibration_case_1316,Procedural fluency,0.3438,0.3446,0
calibration_case_1317,Conceptual explanation,0.8257,0.7552,0
calibration_case_1318,Procedural fluency,0.923,0.8793,1
calibration_case_1319,Multi-step modeling,0.9121,0.8328,1
calibration_case_1320,Multi-step modeling,0.3742,0.3117,0
calibration_case_1321,Conceptual explanation,0.4996,0.4548,1
calibration_case_1322,Procedural fluency,0.4551,0.4375,1
calibration_case_1323,Conceptual explanation,0.2754,0.2704,0
calibration_case_1324,Conceptual explanation,0.5127,0.4657,1
calibration_case_1325,Multi-step modeling,0.3006,0.2555,0
calibration_case_1326,Conceptual explanation,0.7393,0.6672,1
calibration_case_1327,Multi-step modeling,0.5952,0.4909,0
calibration_case_1328,Procedural fluency,0.7941,0.7377,0
calibration_case_1329,Procedural fluency,0.5018,0.4766,0
calibration_case_1330,Multi-step modeling,0.4975,0.4089,1
calibration_case_1331,Procedural fluency,0.5903,0.5515,1
calibration_case_1332,Procedural fluency,0.694,0.6429,1
calibration_case_1333,Conceptual explanation,0.2028,0.2092,0
calibration_case_1334,Conceptual explanation,0.8968,0.837,1
calibration_case_1335,Procedural fluency,0.6611,0.6133,1
calibration_case_1336,Procedural fluency,0.4794,0.4577,0
calibration_case_1337,Multi-step modeling,0.4545,0.3744,0
calibration_case_1338,Conceptual explanation,0.1549,0.1673,0
calibration_case_1339,Procedural fluency,0.3603,0.3584,0
calibration_case_1340,Multi-step modeling,0.2555,0.2213,0
calibration_case_1341,Conceptual explanation,0.7516,0.6792,1
calibration_case_1342,Procedural fluency,0.594,0.5547,0
calibration_case_1343,Procedural fluency,0.3974,0.3894,0
calibration_case_1344,Procedural fluency,0.5119,0.485,0
calibration_case_1345,Multi-step modeling,0.3088,0.2618,0
calibration_case_1346,Conceptual explanation,0.3713,0.3493,0
calibration_case_1347,Multi-step modeling,0.7127,0.5994,1
calibration_case_1348,Multi-step modeling,0.5826,0.48,0
calibration_case_1349,Conceptual explanation,0.3889,0.3637,0
calibration_case_1350,Procedural fluency,0.7274,0.6736,1
calibration_case_1351,Procedural fluency,0.5066,0.4805,1
calibration_case_1352,Procedural fluency,0.3713,0.3676,0
calibration_case_1353,Procedural fluency,0.8067,0.7503,1
calibration_case_1354,Conceptual explanation,0.2602,0.2578,1
calibration_case_1355,Conceptual explanation,0.3332,0.318,1
calibration_case_1356,Procedural fluency,0.8789,0.8271,1
calibration_case_1357,Multi-step modeling,0.7093,0.5961,0
calibration_case_1358,Multi-step modeling,0.0987,0.0982,0
calibration_case_1359,Procedural fluency,0.4156,0.4046,0
calibration_case_1360,Procedural fluency,0.2118,0.2308,1
calibration_case_1361,Multi-step modeling,0.4094,0.339,1
calibration_case_1362,Procedural fluency,0.7074,0.6551,1
calibration_case_1363,Procedural fluency,0.6114,0.5697,0
calibration_case_1364,Multi-step modeling,0.5782,0.4762,1
calibration_case_1365,Conceptual explanation,0.4426,0.4077,1
calibration_case_1366,Multi-step modeling,0.2676,0.2305,0
calibration_case_1367,Conceptual explanation,0.7927,0.7204,1
calibration_case_1368,Conceptual explanation,0.3972,0.3704,0
calibration_case_1369,Procedural fluency,0.4942,0.4702,0
calibration_case_1370,Procedural fluency,0.8223,0.7662,1
calibration_case_1371,Conceptual explanation,0.8073,0.7356,1
calibration_case_1372,Procedural fluency,0.6986,0.6471,1
calibration_case_1373,Conceptual explanation,0.2938,0.2856,0
calibration_case_1374,Procedural fluency,0.633,0.5886,0
calibration_case_1375,Conceptual explanation,0.7432,0.671,1
calibration_case_1376,Procedural fluency,0.9362,0.8962,1
calibration_case_1377,Conceptual explanation,0.518,0.4702,1
calibration_case_1378,Procedural fluency,0.9018,0.8536,0
calibration_case_1379,Multi-step modeling,0.263,0.227,0
calibration_case_1380,Procedural fluency,0.5473,0.5149,1
calibration_case_1381,Conceptual explanation,0.7517,0.6793,1
calibration_case_1382,Multi-step modeling,0.6433,0.5337,1
calibration_case_1383,Multi-step modeling,0.6547,0.5443,1
calibration_case_1384,Procedural fluency,0.6224,0.5793,1
calibration_case_1385,Conceptual explanation,0.2171,0.2214,0
calibration_case_1386,Conceptual explanation,0.4477,0.4118,0
calibration_case_1387,Conceptual explanation,0.6178,0.5557,1
calibration_case_1388,Procedural fluency,0.7104,0.6578,1
calibration_case_1389,Conceptual explanation,0.564,0.509,0
calibration_case_1390,Multi-step modeling,0.5211,0.4283,0
calibration_case_1391,Procedural fluency,0.3302,0.3331,0
calibration_case_1392,Conceptual explanation,0.39,0.3646,0
calibration_case_1393,Conceptual explanation,0.5998,0.5398,1
calibration_case_1394,Procedural fluency,0.3832,0.3776,1
calibration_case_1395,Conceptual explanation,0.3498,0.3317,1
calibration_case_1396,Conceptual explanation,0.2148,0.2195,1
calibration_case_1397,Procedural fluency,0.2772,0.288,0
calibration_case_1398,Procedural fluency,0.5816,0.544,1
calibration_case_1399,Conceptual explanation,0.7137,0.6428,1
calibration_case_1400,Procedural fluency,0.3071,0.3136,0
calibration_case_1401,Conceptual explanation,0.3379,0.3219,0
calibration_case_1402,Procedural fluency,0.3855,0.3795,0
calibration_case_1403,Procedural fluency,0.9144,0.8687,1
calibration_case_1404,Conceptual explanation,0.587,0.5288,1
calibration_case_1405,Procedural fluency,0.9373,0.8977,1
calibration_case_1406,Procedural fluency,0.6937,0.6426,1
calibration_case_1407,Procedural fluency,0.5168,0.4891,0
calibration_case_1408,Conceptual explanation,0.7159,0.6448,0
calibration_case_1409,Procedural fluency,0.7802,0.7239,1
calibration_case_1410,Conceptual explanation,0.6458,0.5805,0
calibration_case_1411,Procedural fluency,0.8486,0.7938,0
calibration_case_1412,Conceptual explanation,0.9446,0.9005,1
calibration_case_1413,Conceptual explanation,0.6057,0.545,1
calibration_case_1414,Multi-step modeling,0.8036,0.695,1
calibration_case_1415,Multi-step modeling,0.7199,0.6066,1
calibration_case_1416,Procedural fluency,0.7392,0.6846,1
calibration_case_1417,Procedural fluency,0.3602,0.3584,0
calibration_case_1418,Procedural fluency,0.3073,0.3137,1
calibration_case_1419,Conceptual explanation,0.7261,0.6545,0
calibration_case_1420,Procedural fluency,0.3953,0.3877,1
calibration_case_1421,Conceptual explanation,0.7033,0.6329,0
calibration_case_1422,Procedural fluency,0.9,0.8514,1
calibration_case_1423,Procedural fluency,0.5731,0.5368,1
calibration_case_1424,Multi-step modeling,0.3666,0.3059,1
calibration_case_1425,Conceptual explanation,0.5271,0.4778,1
calibration_case_1426,Conceptual explanation,0.5504,0.4974,1
calibration_case_1427,Procedural fluency,0.1797,0.2018,0
calibration_case_1428,Procedural fluency,0.8207,0.7645,1
calibration_case_1429,Procedural fluency,0.631,0.5867,0
calibration_case_1430,Multi-step modeling,0.4087,0.3385,0
calibration_case_1431,Procedural fluency,0.5303,0.5004,0
calibration_case_1432,Multi-step modeling,0.4591,0.3781,0
calibration_case_1433,Multi-step modeling,0.407,0.3372,0
calibration_case_1434,Procedural fluency,0.6948,0.6436,0
calibration_case_1435,Multi-step modeling,0.6302,0.5219,1
calibration_case_1436,Procedural fluency,0.772,0.7159,0
calibration_case_1437,Conceptual explanation,0.7212,0.6498,1
calibration_case_1438,Conceptual explanation,0.8142,0.7429,0
calibration_case_1439,Conceptual explanation,0.6748,0.6066,0
calibration_case_1440,Procedural fluency,0.4638,0.4448,0
calibration_case_1441,Multi-step modeling,0.7235,0.6101,1
calibration_case_1442,Procedural fluency,0.9069,0.8597,1
calibration_case_1443,Procedural fluency,0.5573,0.5233,1
calibration_case_1444,Multi-step modeling,0.6384,0.5293,0
calibration_case_1445,Conceptual explanation,0.8852,0.8229,1
calibration_case_1446,Procedural fluency,0.5425,0.5108,0
calibration_case_1447,Procedural fluency,0.6343,0.5897,0
calibration_case_1448,Multi-step modeling,0.177,0.161,1
calibration_case_1449,Conceptual explanation,0.3893,0.3639,0
calibration_case_1450,Procedural fluency,0.6364,0.5915,0
calibration_case_1451,Procedural fluency,0.5201,0.4919,1
calibration_case_1452,Procedural fluency,0.3455,0.346,1
calibration_case_1453,Multi-step modeling,0.4288,0.3541,0
calibration_case_1454,Conceptual explanation,0.5443,0.4923,0
calibration_case_1455,Multi-step modeling,0.4602,0.3789,1
calibration_case_1456,Conceptual explanation,0.4481,0.4122,1
calibration_case_1457,Conceptual explanation,0.3622,0.3418,0
calibration_case_1458,Conceptual explanation,0.7488,0.6765,1
calibration_case_1459,Procedural fluency,0.304,0.3109,0
calibration_case_1460,Procedural fluency,0.1362,0.1609,1
calibration_case_1461,Multi-step modeling,0.2538,0.22,0
calibration_case_1462,Conceptual explanation,0.3653,0.3443,0
calibration_case_1463,Conceptual explanation,0.3771,0.354,0
calibration_case_1464,Conceptual explanation,0.5446,0.4926,0
calibration_case_1465,Multi-step modeling,0.4898,0.4027,0
calibration_case_1466,Multi-step modeling,0.6531,0.5427,0
calibration_case_1467,Conceptual explanation,0.1788,0.1884,0
calibration_case_1468,Multi-step modeling,0.4667,0.3842,0
calibration_case_1469,Procedural fluency,0.885,0.834,1
calibration_case_1470,Conceptual explanation,0.6718,0.6039,1
calibration_case_1471,Procedural fluency,0.4022,0.3935,1
calibration_case_1472,Conceptual explanation,0.7641,0.6915,0
calibration_case_1473,Multi-step modeling,0.4487,0.3698,0
calibration_case_1474,Procedural fluency,0.7969,0.7405,1
calibration_case_1475,Multi-step modeling,0.4649,0.3827,1
calibration_case_1476,Conceptual explanation,0.5712,0.5152,0
calibration_case_1477,Multi-step modeling,0.2208,0.1948,0
calibration_case_1478,Procedural fluency,0.7701,0.7141,1
calibration_case_1479,Procedural fluency,0.5369,0.5061,0
calibration_case_1480,Multi-step modeling,0.7644,0.6522,1
calibration_case_1481,Multi-step modeling,0.3323,0.2796,0
calibration_case_1482,Procedural fluency,0.7324,0.6783,1
calibration_case_1483,Conceptual explanation,0.308,0.2974,0
calibration_case_1484,Multi-step modeling,0.6852,0.5728,1
calibration_case_1485,Conceptual explanation,0.3414,0.3248,1
calibration_case_1486,Procedural fluency,0.4741,0.4533,1
calibration_case_1487,Conceptual explanation,0.4076,0.379,1
calibration_case_1488,Procedural fluency,0.3875,0.3811,1
calibration_case_1489,Procedural fluency,0.527,0.4977,0
calibration_case_1490,Multi-step modeling,0.2381,0.208,0
calibration_case_1491,Conceptual explanation,0.3056,0.2954,1
calibration_case_1492,Conceptual explanation,0.7897,0.7174,1
calibration_case_1493,Conceptual explanation,0.1956,0.203,1
calibration_case_1494,Conceptual explanation,0.4129,0.3833,1
calibration_case_1495,Multi-step modeling,0.3976,0.3298,0
calibration_case_1496,Conceptual explanation,0.1113,0.1273,0
calibration_case_1497,Multi-step modeling,0.5191,0.4266,1
calibration_case_1498,Multi-step modeling,0.3851,0.3201,0
calibration_case_1499,Procedural fluency,0.6556,0.6084,0
calibration_case_1500,Procedural fluency,0.3722,0.3684,0
calibration_case_1501,Multi-step modeling,0.5386,0.4427,0
calibration_case_1502,Multi-step modeling,0.3276,0.2761,0
calibration_case_1503,Conceptual explanation,0.8383,0.7689,1
calibration_case_1504,Conceptual explanation,0.5209,0.4726,1
calibration_case_1505,Multi-step modeling,0.5394,0.4434,0
calibration_case_1506,Conceptual explanation,0.6288,0.5653,1
calibration_case_1507,Procedural fluency,0.5502,0.5173,0
calibration_case_1508,Procedural fluency,0.82,0.7638,1
calibration_case_1509,Conceptual explanation,0.423,0.3915,0
calibration_case_1510,Procedural fluency,0.2273,0.2446,0
calibration_case_1511,Conceptual explanation,0.502,0.4568,0
calibration_case_1512,Procedural fluency,0.564,0.5291,1
calibration_case_1513,Multi-step modeling,0.1423,0.1336,0
calibration_case_1514,Procedural fluency,0.3146,0.3199,0
calibration_case_1515,Procedural fluency,0.737,0.6825,1
calibration_case_1516,Procedural fluency,0.5279,0.4984,1
calibration_case_1517,Conceptual explanation,0.3438,0.3267,0
calibration_case_1518,Conceptual explanation,0.8175,0.7464,1
calibration_case_1519,Multi-step modeling,0.9537,0.8986,1
calibration_case_1520,Procedural fluency,0.5776,0.5406,0
calibration_case_1521,Procedural fluency,0.3712,0.3676,1
calibration_case_1522,Procedural fluency,0.5801,0.5428,0
calibration_case_1523,Procedural fluency,0.4832,0.461,0
calibration_case_1524,Procedural fluency,0.3418,0.3429,0
calibration_case_1525,Procedural fluency,0.6908,0.64,1
calibration_case_1526,Procedural fluency,0.8265,0.7705,1
calibration_case_1527,Procedural fluency,0.7029,0.651,1
calibration_case_1528,Multi-step modeling,0.2366,0.2068,0
calibration_case_1529,Procedural fluency,0.3077,0.3141,0
calibration_case_1530,Procedural fluency,0.668,0.6194,1
calibration_case_1531,Conceptual explanation,0.6467,0.5812,1
calibration_case_1532,Procedural fluency,0.4127,0.4022,1
calibration_case_1533,Procedural fluency,0.5041,0.4784,0
calibration_case_1534,Multi-step modeling,0.2712,0.2332,0
calibration_case_1535,Multi-step modeling,0.4403,0.3632,0
calibration_case_1536,Procedural fluency,0.4405,0.4254,0
calibration_case_1537,Procedural fluency,0.5696,0.5338,0
calibration_case_1538,Procedural fluency,0.7231,0.6696,1
calibration_case_1539,Procedural fluency,0.4478,0.4314,0
calibration_case_1540,Procedural fluency,0.3189,0.3235,1
calibration_case_1541,Multi-step modeling,0.5271,0.4331,1
calibration_case_1542,Multi-step modeling,0.3095,0.2623,1
calibration_case_1543,Multi-step modeling,0.3993,0.3311,0
calibration_case_1544,Conceptual explanation,0.664,0.5968,1
calibration_case_1545,Multi-step modeling,0.119,0.1149,0
calibration_case_1546,Procedural fluency,0.8312,0.7755,1
calibration_case_1547,Conceptual explanation,0.3393,0.3231,0
calibration_case_1548,Procedural fluency,0.301,0.3084,1
calibration_case_1549,Conceptual explanation,0.4864,0.4438,0
calibration_case_1550,Multi-step modeling,0.4443,0.3664,0
calibration_case_1551,Procedural fluency,0.2579,0.2713,1
calibration_case_1552,Multi-step modeling,0.2861,0.2445,0
calibration_case_1553,Procedural fluency,0.3939,0.3865,1
calibration_case_1554,Procedural fluency,0.4613,0.4427,0
calibration_case_1555,Multi-step modeling,0.1735,0.1582,0
calibration_case_1556,Procedural fluency,0.6995,0.6479,1
calibration_case_1557,Procedural fluency,0.7652,0.7093,1
calibration_case_1558,Conceptual explanation,0.5982,0.5385,0
calibration_case_1559,Conceptual explanation,0.3066,0.2962,0
calibration_case_1560,Procedural fluency,0.4841,0.4617,0
calibration_case_1561,Procedural fluency,0.6248,0.5814,1
calibration_case_1562,Procedural fluency,0.5717,0.5356,1
calibration_case_1563,Multi-step modeling,0.2596,0.2244,0
calibration_case_1564,Procedural fluency,0.8803,0.8287,1
calibration_case_1565,Multi-step modeling,0.3518,0.2945,0
calibration_case_1566,Multi-step modeling,0.4284,0.3538,0
calibration_case_1567,Procedural fluency,0.8813,0.8298,1
calibration_case_1568,Conceptual explanation,0.4032,0.3753,0
calibration_case_1569,Conceptual explanation,0.1707,0.1813,1
calibration_case_1570,Multi-step modeling,0.4401,0.3631,1
calibration_case_1571,Multi-step modeling,0.901,0.8168,1
calibration_case_1572,Conceptual explanation,0.1178,0.1334,1
calibration_case_1573,Procedural fluency,0.4862,0.4635,0
